target_id,source_id,meta_rmse,spearman,pb0_rmse,pgmtl_rmse,n_obs_sp,n_obs_su,dif_max_depth,dif_surface_area,dif_glm_strat_perc,perc_dif_max_depth,perc_dif_surface_area,perc_dif_sqrt_surface_area
nhdhr_120020225,nhdhr_139268769,nan,-39412784.0,2.317666494799426,1.618537705249208,435.0,1616.0,1.2191999999999998,-45026.09570000006,-0.004996577686516179,21.052631578947366,5.119431162509012,2.5601350092914257
nhdhr_120020235,nhdhr_86275195,nan,1.7638906067051978,2.062412011689193,1.4649888363569705,383.0,1241.0,9.753599999999999,-93877.39099999983,0.09520876112251886,86.48648648648648,8.101284598486853,4.052305207147222
nhdhr_120020236,nhdhr_120017988,nan,9.4287e-320,1.9591292895846666,1.254218432871316,153.0,289.0,4.572000000000001,5514733.554299999,-0.2086242299794661,81.0810810810811,170.3650981931206,111.80091102643892
nhdhr_32671150,nhdhr_167256799,nan,19084.0,2.5878934960720392,3.172627422231119,266.0,597.0,0.0,-3294633.0150000006,0.09739904175222447,0.0,78.71106605710247,41.01027868003494
nhdhr_34130818,nhdhr_32672122,nan,nan,3.1249131577362834,1.7692801487101133,1247.0,1525.0,2.7432,152681.6168,-0.02758384668035585,36.73469387755102,52.15420612557303,26.536169801131997
nhdhr_34131145,nhdhr_91685475,nan,nan,1.8008018173926397,2.4415354984613877,340.0,520.0,-8.2296,-27910.747000000003,-0.031485284052019114,43.90243902439024,14.128445766789508,7.073058133686488
nhdhr_34132376,nhdhr_120020199,nan,nan,2.5372415669671584,1.5042891911768108,1384.0,2263.0,1.8287999999999993,42584.78849999991,0.0323066392881588,14.634146341463408,6.137882528918969,3.0696642179001423
nhdhr_34132539,nhdhr_120018100,nan,-2.0,1.838499728656004,1.6105675885435047,2522.0,4014.0,-1.2192000000000007,616117.1059999999,-0.038056125941136165,4.347826086956524,44.349144618585576,22.45407473967682
nhdhr_34133487,nhdhr_34130604,nan,1.4801594762422943,2.425724311013414,1.7424057483408095,1663.0,2669.0,-10.3632,78529.53429999994,-0.07337440109514037,50.74626865671642,12.59332358492426,6.302915439086894
nhdhr_34242518,nhdhr_86275195,nan,3.86e-321,4.395711803826152,2.5598623189553784,383.0,1241.0,-3.9624000000000024,22963.215000000084,-0.0819301848049282,21.848739495798334,2.0868515690026817,1.043454186463542
nhdhr_45338945,nhdhr_34119718,nan,781.0,3.1019452414351893,1.657443292470869,40.0,95.0,-0.4601330000000001,1601089.5055999998,-0.23148528405201912,26.276294754226342,153.48196105447172,93.52058878100861
nhdhr_91593573,nhdhr_34129366,nan,nan,3.6686642566158527,1.2723881583617433,466.0,820.0,1.3768000000000002,13006.751449999996,-0.012251882272416248,32.87174099894949,16.21666291747822,8.121702513213833
nhdhr_91594453,nhdhr_139268769,nan,nan,2.0055797446004284,1.8461602514600364,435.0,1616.0,1.524,499511.9704,-0.08631074606433953,27.027027027027028,82.25877336662451,43.0335615256
nhdhr_91594459,nhdhr_120020387,nan,nan,2.269782880159121,1.7992098712611944,547.0,929.0,1.6816000000000004,13793.843999999983,0.04585900068446269,38.73940287504609,4.767821477450047,2.384249530930775
nhdhr_91594761,nhdhr_120020199,nan,-2.0,3.7819878128547364,1.9541980320855894,1384.0,2263.0,-6.400800000000002,41465.457199999946,-0.06591375770020524,38.532110091743135,5.971732526372038,2.9865320646169455
nhdhr_91595175,nhdhr_34129366,nan,1.7609823920394727,2.103906098070953,1.9941253866484063,466.0,820.0,-0.6095999999999995,5033.977829999989,-0.000410677618069899,11.764705882352933,5.979130141653651,2.9902333503917737
nhdhr_91595965,nhdhr_91595845,nan,9.043e-320,2.802620641310892,2.808817077396679,249.0,370.0,-4.267199999999999,4761.271259999994,-0.030800821355236097,27.999999999999993,9.327930334958838,4.666504260667291
nhdhr_91596049,nhdhr_120020343,nan,18303.0,1.998670008910902,1.3582499110076351,486.0,894.0,7.010399999999999,8613485.3724,-0.17816563997262147,93.87755102040815,176.38276512571733,119.87324185455996
nhdhr_91598525,nhdhr_120020208,nan,6.4e-323,1.5859694607471577,1.4762742067514871,269.0,361.0,2.1336000000000004,-2746175.1637999997,0.3676933607118412,51.85185185185185,149.72652820843854,90.03480141638576
nhdhr_120018423,nhdhr_139268769,nan,7e-323,1.8784756135387883,1.2591864670185997,435.0,1616.0,2.1336000000000004,27598.788899999927,0.05824777549623539,40.00000000000001,3.2730964757750973,1.6366578313392186
nhdhr_121629875,nhdhr_120020844,nan,1e-323,2.34272186693337,1.745418599592504,951.0,969.0,3.048,-8752010.36,0.1027378507871321,100.0,134.8383051371395,77.55761793134312
nhdhr_159101724,nhdhr_120020208,nan,-14.631199836730957,1.7790525363487266,1.7127533760468503,269.0,361.0,3.6816000000000004,-1916935.2588,0.37659137577002055,110.20114942528735,135.04228991708203,77.71662475653697
nhdhr_32672239,nhdhr_120018094,nan,3.16904017654719,2.2818011367512767,2.120773576410678,251.0,377.0,2.1336,-4832783.231000001,0.34442162902121837,60.8695652173913,156.31228914864664,96.26158894952346
nhdhr_141288146,nhdhr_120019294,nan,6.03e-321,1.7819003078977227,2.744734983244059,2704.0,4296.0,4.8768,489350481.31,-0.10622861054072552,50.0,178.70939117050534,123.33548784979351
